en,kin,phrase,categ,verified,prefs,prefpl,sanotek,sanopl,cumbi,modif,kinSing,kinPl,enSing,enPl,simplP,pastP,syn,context,situation,author,revised,updated
mason,umwubatsi :: abubatsi,0,noun,0,u,a,mu,ba,ubatsi,,umwubatsi,abubatsi,mason,masons,,,,,,2503,0,1353901029
Tuesday,ku wa kabiri,0,borrowed,0,,,n,n,ku wa kabiri,,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,217,0,1354093064
Monday,ku wa mbere,0,borrowed,0,,,n,n,ku wa mbere,,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,217,0,1354093079
Wednesday,ku wa gatatu,0,borrowed,0,,,n,n,ku wa gatatu,,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,217,0,1354093100
Thursday,ku wa kane,0,borrowed,0,,,n,n,ku wa kane,,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,217,0,1354093115
Friday,ku wa gatanu,0,borrowed,0,,,n,n,ku wa gatanu,,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,217,0,1354093130
Saturday,ku wa gatandatu,0,borrowed,0,,,n,n,ku wa gatandatu,,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,217,0,1354093149
Sunday,ku cyumweru,0,borrowed,0,,,n,n,ku cyumweru,,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,217,0,1354093162
moron,ikigoryi :: ibigoryi,0,noun,0,i,i,ki,bi,goryi,,ikigoryi,ibigoryi,moron,morons,,,,,,217,0,1354104725
idiot,igicucu :: ibicucu,0,noun,0,i,i,gi,bi,cucu,,igicucu,ibicucu,idiot,idiots,,,changeling,,,217,0,1354100513
changeling,igicucu :: ibicucu,0,noun,0,i,i,gi,bi,cucu,,igicucu,ibicucu,changeling,changelings,,,,,,217,0,1354100536
simpleton,ikigoryi :: ibigoryi,0,noun,0,i,i,ki,bi,goryi,,ikigoryi,ibigoryi,simpleton,simpletons,,,,,,217,0,1354100625
half-wittedness,ubucucu :: ubucucu,0,noun,0,u,u,bu,bu,cucu,,ubucucu,ubucucu,half-wittedness,stupidity,,,,,,217,0,1354100695
refugee,impunzi :: impunzi,0,noun,0,i,i,n,n,hunzi,,impunzi,impunzi,refugee,refugees,,,,,,217,0,1354104683
diarrhea,impiswi :: impiswi,0,noun,0,i,i,n,n,hiswi,,impiswi,impiswi,diarrhea,diarrhea,,,,,,2499,0,1354104778
goat,ihene :: ihene,0,noun,0,i,i,n,n,hene,,ihene,ihene,goat,goats,,,,,,2499,0,1354417666
abreviation,impine :: impine,0,noun,0,i,i,n,n,hine,,impine,impine,abreviation,abreviations,,,,,,2499,0,1354417794
expert,ihuguke :: ihuguke,0,noun,0,i,i,n,n,huguke,,ihuguke,ihuguke,expert,experts,,,,,,2499,0,1354417937
specialist,impuguke :: impuguke,0,noun,0,i,i,n,n,huguke,,impuguke,impuguke,specialist,specialists,,,,,,2499,0,1354418045
science,ubumenyi :: ubumenyi,0,noun,0,u,u,bu,bu,menyi,,ubumenyi,ubumenyi,science,sciences,,,,,,2499,0,1354418187
hurry,gutebuka,0,verb,0,,,n,n,tebuka,tebutse,NOT APPLICABLE,NOT APPLICABLE,,,hurried,hurried,,,,2499,0,1354422987
chinese,umushinwa :: abashinwa,0,noun,0,u,a,mu,ba,shinwa,,umushinwa,abashinwa,chinese,chinese,,,,,,2499,0,1354423801
crazy,umusazi :: abasazi,0,noun,0,u,a,mu,ba,sazi,,umusazi,abasazi,crazy,crazy,,,,,,2499,0,1354426117
strong,fite imbaraga,0,verbadj,0,,,n,n,fite imbaraga,,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,2487,0,1354432751
plausible,hwitse,0,adjective,0,,,n,n,hwitse,,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,2316,0,1354493896
digress,guhuzagurika,0,verb,0,,,n,n,huzagurika,huzaguritse,NOT APPLICABLE,NOT APPLICABLE,,,digressed,digressed,"deviate, wander, ramble",,,2316,0,1354493042
ameliorate,kuvugurura,0,verb,0,,,n,n,vugurura,vuguruye,NOT APPLICABLE,NOT APPLICABLE,,,ameliorated,ameliorated,,,,2316,0,1354493759
lust,iraha :: amaraha,0,noun,0,i,a,ri,ma,raha,,iraha,amaraha,lust,lust,,,,,,2316,0,1354494042
vote,gutora,0,verb,0,,,n,n,tora,toye,NOT APPLICABLE,NOT APPLICABLE,,,voted,voted,elect,,,2507,0,1355270401
go,kujya,0,verb,0,,,n,n,jya,giye,NOT APPLICABLE,NOT APPLICABLE,,,went,gone,,,,2507,0,1355271513
bean,igishyimbo :: ibishyimbo,0,noun,0,i,i,gi,bi,shyimbo,,igishyimbo,ibishyimbo,bean,beans,,,,,,2507,0,1355271757
sound,irijwi :: amajwi,0,noun,0,i,a,ri,ma,jwi,,irijwi,amajwi,sound,sounds,,,voice,,,2507,0,1355276477
election,itora :: amatora,0,noun,0,i,a,ri,ma,tora,,itora,amatora,election,elections,,,,,,2507,0,1355362709
calmness,umutuzo :: umutuzo,0,noun,0,u,u,mu,mu,tuzo,,umutuzo,umutuzo,calmness,calmness,,,"tranquility, peace",,,2499,0,1359069789
mariage,irishyingirwa :: amashyingirwa,0,noun,0,i,a,ri,ma,shyingirwa,,irishyingirwa,amashyingirwa,mariage,marriages,,,wedding,,,2507,0,1355277173
south,amajyepfo :: amajyepfo,0,noun,0,a,a,ma,ma,jyepfo,,amajyepfo,amajyepfo,south,south,,,southern,,,2507,0,1355363266
senate,sena,0,borrowed,0,,,n,n,sena,,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,2507,0,1355277523
senator,senateri,0,borrowed,0,,,n,n,senateri,,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,2507,0,1355277550
candidate,umukandida :: abakandida,0,noun,0,u,a,mu,ba,kandida,,umukandida,abakandida,candidate,candidates,,,,,,2507,0,1355278725
ministry,minisiteri,0,borrowed,0,,,n,n,minisiteri,,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,2507,0,1355278856
concert,igitaramo :: ibitaramo,0,noun,0,i,i,gi,bi,taramo,,igitaramo,ibitaramo,concert,concerts,,,,,,2507,0,1355279132
radio station,insakazamajwi :: insakazamajwi,0,noun,0,i,i,n,n,nsakazamajwi,,insakazamajwi,insakazamajwi,radio station,radio stations,,,,,,2507,0,1355279295
sand,umusenyi :: umusenyi,0,noun,0,u,u,mu,mu,senyi,,umusenyi,umusenyi,sand,sand,,,,,,2507,0,1355279419
verb,inshinga :: inshinga,0,noun,0,i,i,n,n,nshinga,,inshinga,inshinga,verb,verbs,,,,,,2507,0,1355279663
angel,umumarayika :: abamarayika,0,noun,0,u,a,mu,ba,marayika,,umumarayika,abamarayika,angel,angels,,,,,,2507,0,1355279785
weapon,intwaro :: intwaro,0,noun,0,i,i,n,n,twaro,,intwaro,intwaro,weapon,weapon,,,gun,,,2507,0,1355280302
spear,icumu :: icumu,0,noun,0,i,i,n,n,cumu,,icumu,icumu,spear,spears,,,,,,2507,0,1355280480
chair,intebe :: intebe,0,noun,0,i,i,n,n,tebe,,intebe,intebe,chair,chairs,,,,,,2507,0,1355280633
pillow,umusego :: imisego,0,noun,0,u,i,mu,mi,sego,,umusego,imisego,pillow,pillows,,,,,,2507,0,1355280711
shoe,urukweto :: inkweto,0,noun,0,u,i,ru,n,kweto,,urukweto,inkweto,shoe,shoes,,,,,,2507,0,1355280810
accusation,ikirego :: ibirego,0,noun,0,i,i,ki,bi,rego,,ikirego,ibirego,accusation,accusations,,,charges,,,2507,0,1355281960
meeting,inama :: amanama,0,noun,0,i,a,n,ma,nama,,inama,amanama,meeting,meetings,,,conference,,,2507,0,1355281404
urban,umunyamujyi :: abanyamujyi,0,noun,0,u,a,mu,ba,nyamujyi,,umunyamujyi,abanyamujyi,urban,urbans,,,,,,2507,0,1355281503
treasure,ubukungu :: ubukungu,0,noun,0,u,u,bu,bu,kungu,,ubukungu,ubukungu,treasure,treasure,,,,,,2507,0,1355282087
worth,ubukire :: ubukire,0,noun,0,u,u,bu,bu,kire,,ubukire,ubukire,worth,worth,,,richness,,,2507,0,1355282129
connect,guhuza,0,verb,0,,,n,n,huza,huje,NOT APPLICABLE,NOT APPLICABLE,,,connected,connected,,,,2507,0,1355282243
race,isiganwa :: amasiganwa,0,noun,0,i,a,ri,ma,siganwa,,isiganwa,amasiganwa,race,races,,,,,,2507,0,1355283244
roof,urusenge :: ibisenge,0,noun,0,u,i,ru,bi,senge,,urusenge,ibisenge,roof,roofs,,,ceiling,,,2507,0,1355284391
shirt,ishati :: amashati,0,noun,0,i,a,n,ma,shati,,ishati,amashati,shirt,shirts,,,,,,2507,0,1355284429
paper,urupapuro :: impapuro,0,noun,0,u,i,ru,n,papuro,,urupapuro,impapuro,paper,papers,,,,,,2507,0,1355284544
backpack,igikapu :: ibikapu,0,noun,0,i,i,gi,bi,kapu,,igikapu,ibikapu,backpack,backpacks,,,,,,2573,0,1355358861
banana tree,intsina :: intsina,0,noun,0,i,i,n,n,tsina,,intsina,intsina,banana tree,banana trees,,,,,,2573,0,1355359544
happiness,umunezero :: umunezero,0,noun,0,u,u,mu,mu,nezero,,umunezero,umunezero,happiness,happiness,,,,,,2573,0,1355359869
jyaruguru,amajyaruguru :: amajyaruguru,0,noun,0,a,a,ma,ma,jyaruguru,,amajyaruguru,amajyaruguru,jyaruguru,North,,,Northers,,,2507,0,1355363313
West,uburengerazuba :: uburengerazuba,0,noun,0,u,u,bu,bu,rengerazuba,,uburengerazuba,uburengerazuba,West,west,,,Western,,,2507,0,1355363396
East,uburasirazuba :: uburasirazuba,0,noun,0,u,u,bu,bu,rasirazuba,,uburasirazuba,uburasirazuba,East,East,,,Eastern,,,2507,0,1355363489
soap,isabune :: amasabune,0,noun,0,i,a,n,ma,sabune,,isabune,amasabune,soap,soaps,,,,,,2507,0,1355363755
lotion,amavuta yo kwisiga :: amavuta yo kwisiga,0,noun,0,a,a,ma,ma,vuta yo kwisiga,,amavuta yo kwisiga,amavuta yo kwisiga,lotion,lotion,,,body lotion,,,2507,0,1355363849
sheep,intama :: intama,0,noun,0,i,i,n,n,tama,,intama,intama,sheep,sheep,,,,,,2507,0,1355364589
forest,ishyamba :: amashyamba,0,noun,0,i,a,ri,ma,shyamba,,ishyamba,amashyamba,forest,forests,,,woods,,,2507,0,1355364736
onion,igitunguru :: ibitunguru,0,noun,0,i,i,gi,bi,tunguru,,igitunguru,ibitunguru,onion,onions,,,,,,2507,0,1355364973
spoon,ikiyiko :: ibiyiko,0,noun,0,i,i,ki,bi,yiko,,ikiyiko,ibiyiko,spoon,spoons,,,,,,2507,0,1355365191
toe,ino :: amano,0,noun,0,i,a,n,ma,no,,ino,amano,toe,toes,,,,,,2507,0,1355365619
nail,urwara :: inzara,0,noun,0,u,i,ru,n,ara,,urwara,inzara,nail,nails,,,,,,2507,0,1355365704
young people,urubyiruko :: urubyiruko,0,noun,0,u,u,ru,ru,byiruko,,urubyiruko,urubyiruko,young people,young people,,,,,,2573,0,1355378007
journey,urugendo :: ingendo,0,noun,0,u,i,ru,n,gendo,,urugendo,ingendo,journey,journeys,,,,,,2573,0,1355378157
tear,iririra :: amarira,0,noun,0,i,a,ri,ma,rira,,iririra,amarira,tear,tears,,,,,,2573,0,1355378289
feces,ibyi :: amabyi,0,noun,0,i,a,ri,ma,byi,,ibyi,amabyi,feces,feces,,,shit,,,2573,0,1355432517
well,iriba :: amariba,0,noun,0,i,a,ri,ma,riba,,iriba,amariba,well,wells,,,,,,2573,0,1355433576
hypocrisy,uburyarya :: uburyarya,0,noun,0,u,u,bu,bu,ryarya,,uburyarya,uburyarya,hypocrisy,hypocrisy,,,,,,2503,0,1355410527
